A,B,C
0.4967141530112327,1.417411003148779,2.5838252526884
-0.13826430117118466,1.2221078104707304,1.6984353243887704
0.6476885381006925,1.119865367333683,1.860155902641585
1.5230298564080254,1.337615171403628,1.6782934333416935
-0.23415337472333597,1.9429097039125192,1.2172148953252384
-0.23413695694918055,1.3232029320207552,2.2817618030658036
1.5792128155073915,1.5187906217433662,1.3295773683662628
0.7674347291529088,1.7030189588951778,1.0246164810806886
-0.4694743859349521,1.363629602379294,2.036968786295274
0.5425600435859647,1.9717820827209607,1.1949335702248227
-0.46341769281246226,1.9624472949421112,3.821083147273303
-0.46572975357025687,1.2517822958253642,4.077562412788023
0.24196227156603412,1.4972485058923855,3.4635098846338415
-1.913280244657798,1.3008783098167696,1.4622873964973668
-1.7249178325130328,1.2848404943774676,1.0155773153719443
-0.5622875292409727,1.0368869473545328,3.6355234573318898
-1.0128311203344238,1.6095643339798968,1.5589382770530613
0.3142473325952739,1.5026790232288616,4.400842016122056
-0.9080240755212109,1.0514787512499892,4.313735476130205
-1.4123037013352915,1.2786464642366115,2.917387017179419
1.465648768921554,1.9082658859666537,1.3487760681721603
-0.22577630048653566,1.2395618906669723,1.4862919320986936
0.06752820468792384,1.144894872091223,2.9047266524780797
-1.4247481862134568,1.4894527602775631,1.381146231430717
-0.5443827245251827,1.9856504541106008,1.1857186162957547
0.11092258970986608,1.2420552715115005,1.8137369920602278
-1.1509935774223028,1.6721355474058786,3.751293470807042
0.37569801834567196,1.7616196153287176,2.190825597757937
-0.600638689918805,1.2376375439923997,1.8441123364356555
-0.2916937497932768,1.7282163486118596,1.1022281973493229
-0.6017066122293969,1.3677831327192531,1.9545307155177176
1.8522781845089378,1.6323058305935794,5.610569747846317
-0.013497224737933921,1.6335297107608948,1.1509205866422643
-1.0577109289559004,1.5357746840747586,1.7304953249815038
0.822544912103189,1.0902897700544083,3.0986086379007944
-1.2208436499710222,1.835302495589238,2.35003424835367
0.2088635950047554,1.3207800649717358,2.194074425301673
-1.9596701238797756,1.1865185103998543,2.21228755622449
-1.3281860488984305,1.040775141554764,1.445492342314949
0.19686123586912352,1.590892943188242,1.3475620842670952
0.7384665799954104,1.6775643618422824,2.6573745072597124
0.1713682811899705,1.016587828927856,2.661328199087029
-0.11564828238824053,1.512093058299281,3.017950047367915
-0.3011036955892888,1.226495775197938,3.4446159618366363
-1.4785219903674274,1.64517279040945,1.7160932369329038
-0.7198442083947086,1.1743664290049916,1.6961843775511993
-0.4606387709597875,1.690937738102466,2.6009499323084873
1.0571222262189157,1.3867353463005374,2.0497190748878005
0.3436182895684614,1.9367299887367344,2.210550648511517
-1.763040155362734,1.1375209441459933,2.588619474954205
0.324083969394795,1.3410663510502585,3.207323476346767
-0.38508228041631654,1.113473521240589,1.4124824071376543
-0.6769220003059587,1.9246936182785628,1.4709367887275564
0.6116762888408679,1.877339353380981,1.0986960391873606
1.030999522495951,1.2579416277151556,1.8634140266094348
0.9312801191161986,1.659984046034179,1.036604104210857
-0.8392175232226385,1.8172222002012157,1.6266069481821095
-0.3092123758512146,1.5552008115994624,1.782294585687126
0.33126343140356396,1.5296505783560064,1.3376306603145225
0.9755451271223592,1.2418522909004517,1.8936325301461752
-0.47917423784528995,1.0931027678058993,1.0309750621014746
-0.18565897666381712,1.8972157579533269,1.0380634992827893
-1.1063349740060282,1.9004180571633305,2.729351369538136
-1.1962066240806708,1.633101457273268,1.4465850242077447
0.812525822394198,1.3390297910487008,1.135889041297428
1.356240028570823,1.349209574612661,1.7386535882790155
-0.07201012158033385,1.7259556788702395,2.469647940445735
1.0035328978920242,1.897110259952577,1.2431180034299034
0.36163602504763415,1.8870864242651173,1.9752196186564928
-0.6451197546051243,1.7798755458576239,1.0892110289898973
0.36139560550841393,1.6420316461542876,1.0530650959103094
1.5380365664659692,1.0841399649950487,1.757908940625521
-0.03582603910995154,1.1616287140946138,1.777910442694742
1.5646436558140062,1.8985541885270791,2.014537448204616
-2.6197451040897444,1.60642905965959,2.2949605629166845
0.8219025043752238,1.0091970516166295,4.723557008699993
0.08704706823817122,1.1014715428660322,1.7262911192303563
-0.29900735046586746,1.6635017691080558,1.390019714105979
0.0917607765355023,1.0050615838462187,2.5856539797326863
-1.9875689146008928,1.1608080514174985,1.3158514654361373
-0.21967188783751193,1.5487337893665862,1.5779834312733012
0.3571125715117464,1.6918951976926933,1.0817051685836698
1.477894044741516,1.6519612595026005,1.0256776095414744
-0.5182702182736474,1.22426930946056,4.2873799232686025
-0.8084936028931876,1.7121792213475358,2.8077676421150626
-0.5017570435845365,1.2372490874968,2.1906427327993416
0.9154021177020741,1.3253996981592677,1.5258596444651418
0.32875110965968446,1.7464914051180243,1.1903065361421088
-0.5297602037670388,1.6496328990472147,1.170120741572854
0.5132674331133561,1.849223410494178,1.2880059891265836
0.09707754934804039,1.6576128923003433,1.7967906483133147
0.9686449905328892,1.5683086033354716,2.2538492877767755
-0.7020530938773524,1.0936747678280925,2.0793903496967987
-0.3276621465977682,1.3677158030594336,1.328412261388996
-0.39210815313215763,1.2652023676817254,4.0981034985563065
-1.4635149481321186,1.2439896433790836,2.3390174048752264
0.29612027706457605,1.9730105547524457,1.8082304819313313
0.26105527217988933,1.3930977246667604,1.946030472037435
0.00511345664246089,1.8920465551771133,1.5440378655320512
-0.23458713337514692,1.631138625997263,1.2846612922740634
